"Default,""spolovi"",""zupanija"",""traj.rad.odn"",""izn.kre"",""udio.rate"",""br.cl"""
"1,""Z"",""18"",""25"",""20000"",""14"",""1"""
"1,""Z"",""9"",""10"",""85000"",""17"",""1"""
"0,""M"",""12"",""9.5"",""45000"",""29"",""0"""
"1,""M"",""15"",""16.5"",""85000"",""13"",""2"""
"1,""M"",""10"",""24"",""35000"",""21"",""1"""
"1,""M"",""14"",""13"",""45000"",""13"",""2"""
"1,""M"",""17"",""14"",""10000"",""20"",""3"""
"1,""M"",""20"",""5.5"",""20000"",""20"",""3"""
"1,""M"",""17"",""13"",""40000"",""19"",""3"""
"1,""Z"",""9"",""16.5"",""10000"",""7"",""1"""
"1,""Z"",""18"",""5.5"",""35000"",""12"",""1"""
"1,""M"",""12"",""26.5"",""75000"",""9"",""1"""
"1,""Z"",""4"",""7.5"",""40000"",""21"",""3"""
"1,""M"",""1"",""18.5"",""1e+05"",""15"",""1"""
"1,""Z"",""21"",""16"",""35000"",""19"",""4"""
"1,""M"",""4"",""13"",""85000"",""36"",""4"""
"1,""Z"",""1"",""23.5"",""15000"",""14"",""1"""
"1,""Z"",""20"",""11"",""20000"",""20"",""1"""
"0,""M"",""18"",""7.5"",""25000"",""9"",""0"""
"1,""Z"",""13"",""3.5"",""85000"",""7"",""1"""
"1,""Z"",""11"",""7.5"",""75000"",""8"",""1"""
"0,""Z"",""6"",""11"",""30000"",""7"",""0"""
"1,""M"",""11"",""9"",""70000"",""27"",""2"""
"1,""Z"",""2"",""13.5"",""55000"",""26"",""1"""
"1,""Z"",""3"",""6.5"",""25000"",""31"",""3"""
"0,""Z"",""12"",""20"",""20000"",""11"",""0"""
"1,""M"",""21"",""7.5"",""15000"",""28"",""1"""
"1,""M"",""21"",""10"",""105000"",""31"",""2"""
"0,""Z"",""17"",""10"",""30000"",""15"",""0"""
"1,""M"",""16"",""13.5"",""75000"",""28"",""2"""
"0,""M"",""13"",""11"",""80000"",""11"",""0"""
"1,""M"",""1"",""14"",""235000"",""31"",""2"""
"1,""M"",""17"",""5.5"",""125000"",""12"",""0"""
"0,""Z"",""11"",""23"",""15000"",""8"",""0"""
"0,""M"",""21"",""18"",""150000"",""14"",""0"""
"1,""M"",""3"",""10"",""80000"",""30"",""3"""
"1,""M"",""3"",""7.5"",""40000"",""20"",""1"""
"1,""M"",""4"",""14"",""35000"",""33"",""2"""
"0,""Z"",""15"",""4"",""80000"",""14"",""0"""
"1,""M"",""16"",""3.5"",""45000"",""21"",""1"""
"1,""M"",""14"",""19"",""1e+05"",""19"",""1"""
"0,""Z"",""6"",""14"",""115000"",""24"",""0"""
"0,""Z"",""13"",""5.5"",""120000"",""15"",""0"""
"0,""Z"",""15"",""2.5"",""40000"",""28"",""0"""
"1,""Z"",""10"",""24"",""65000"",""20"",""1"""
"1,""Z"",""4"",""8"",""75000"",""29"",""3"""
"1,""Z"",""20"",""21"",""85000"",""18"",""1"""
"1,""Z"",""3"",""13"",""85000"",""13"",""2"""
"1,""M"",""16"",""21.5"",""125000"",""19"",""2"""
"1,""M"",""16"",""7"",""1e+05"",""31"",""1"""
"1,""Z"",""15"",""21.5"",""80000"",""10"",""1"""
"1,""Z"",""9"",""17"",""80000"",""28"",""4"""
"1,""Z"",""6"",""25"",""60000"",""31"",""2"""
"1,""Z"",""13"",""23.5"",""65000"",""16"",""1"""
"1,""Z"",""7"",""16.5"",""80000"",""27"",""1"""
"1,""M"",""10"",""27"",""80000"",""14"",""1"""
"0,""Z"",""21"",""12"",""40000"",""20"",""0"""
"1,""Z"",""20"",""27"",""40000"",""21"",""2"""
"1,""Z"",""19"",""16"",""80000"",""22"",""5"""
"1,""M"",""2"",""6.5"",""350000"",""17"",""2"""
"1,""Z"",""19"",""7.5"",""120000"",""21"",""1"""
"1,""Z"",""10"",""5.5"",""40000"",""23"",""4"""
"1,""M"",""21"",""14.5"",""145000"",""34"",""2"""
"1,""M"",""20"",""9.5"",""20000"",""20"",""2"""
"1,""Z"",""11"",""8"",""60000"",""16"",""1"""
"0,""Z"",""9"",""12.5"",""35000"",""10"",""0"""
"1,""M"",""7"",""8.5"",""35000"",""48"",""6"""
"0,""Z"",""9"",""24"",""80000"",""12"",""0"""
"1,""M"",""9"",""5.5"",""30000"",""27"",""4"""
"1,""M"",""20"",""21.5"",""30000"",""20"",""3"""
"1,""Z"",""20"",""6.5"",""20000"",""21"",""2"""
"1,""M"",""20"",""16.5"",""250000"",""15"",""3"""
"1,""Z"",""2"",""11"",""105000"",""27"",""5"""
"1,""M"",""12"",""18.5"",""20000"",""19"",""2"""
"0,""M"",""19"",""7.5"",""20000"",""15"",""0"""
"1,""Z"",""11"",""19.5"",""40000"",""19"",""1"""
"1,""Z"",""20"",""16.5"",""30000"",""8"",""1"""
"1,""Z"",""14"",""16.5"",""75000"",""21"",""2"""
"0,""Z"",""19"",""7.5"",""125000"",""14"",""0"""
"1,""Z"",""4"",""2.5"",""35000"",""16"",""1"""
"1,""Z"",""21"",""12.5"",""85000"",""23"",""1"""
"1,""Z"",""12"",""27"",""120000"",""13"",""1"""
"1,""M"",""1"",""15.5"",""205000"",""29"",""2"""
"1,""Z"",""4"",""6.5"",""1e+05"",""5"",""2"""
"0,""Z"",""21"",""7.5"",""35000"",""13"",""0"""
"1,""M"",""13"",""10"",""10000"",""18"",""1"""
"1,""Z"",""1"",""8.5"",""65000"",""16"",""1"""
"1,""M"",""3"",""17"",""210000"",""30"",""2"""
"1,""M"",""14"",""27"",""125000"",""25"",""1"""
"1,""M"",""14"",""23"",""210000"",""30"",""1"""
"1,""Z"",""7"",""10"",""45000"",""38"",""6"""
"1,""Z"",""1"",""4"",""290000"",""18"",""2"""
"1,""M"",""16"",""13"",""60000"",""19"",""1"""
"0,""Z"",""1"",""27"",""35000"",""23"",""0"""
"1,""Z"",""8"",""12"",""75000"",""13"",""2"""
"1,""Z"",""5"",""18"",""45000"",""29"",""3"""
"1,""M"",""5"",""4"",""35000"",""25"",""1"""
"1,""M"",""9"",""21"",""280000"",""24"",""4"""
"0,""Z"",""2"",""10"",""120000"",""19"",""0"""
"0,""Z"",""6"",""7.5"",""40000"",""17"",""0"""
"0,""Z"",""13"",""8.5"",""80000"",""15"",""0"""
"1,""M"",""20"",""27"",""20000"",""14"",""1"""
"0,""Z"",""17"",""5"",""125000"",""27"",""0"""
"0,""Z"",""6"",""27"",""85000"",""9"",""0"""
"1,""M"",""18"",""4"",""40000"",""11"",""1"""
"1,""Z"",""13"",""11"",""5000"",""7"",""1"""
"1,""M"",""11"",""13.5"",""35000"",""23"",""1"""
"1,""M"",""16"",""10"",""65000"",""8"",""1"""
"1,""Z"",""3"",""14.5"",""25000"",""15"",""1"""
"1,""Z"",""3"",""26"",""20000"",""27"",""3"""
"1,""M"",""4"",""11.5"",""120000"",""34"",""2"""
"1,""Z"",""1"",""10"",""35000"",""17"",""3"""
"1,""Z"",""13"",""10"",""65000"",""32"",""2"""
"0,""Z"",""19"",""16.5"",""55000"",""15"",""0"""
"1,""Z"",""17"",""2"",""40000"",""20"",""2"""
"1,""Z"",""2"",""2"",""40000"",""7"",""1"""
"1,""M"",""16"",""7.5"",""75000"",""5"",""1"""
"1,""Z"",""10"",""25"",""1e+05"",""22"",""1"""
"1,""Z"",""6"",""13"",""15000"",""17"",""2"""
"1,""Z"",""3"",""6.5"",""15000"",""15"",""4"""
"0,""Z"",""19"",""11"",""85000"",""13"",""0"""
"1,""M"",""16"",""6.5"",""65000"",""13"",""1"""
"1,""M"",""18"",""25"",""115000"",""11"",""1"""
"1,""M"",""5"",""10"",""60000"",""14"",""2"""
"0,""M"",""12"",""8"",""40000"",""19"",""0"""
"0,""M"",""10"",""9.5"",""85000"",""9"",""0"""
"1,""M"",""12"",""4.5"",""215000"",""31"",""2"""
"1,""Z"",""11"",""27"",""20000"",""21"",""1"""
"1,""Z"",""1"",""10.5"",""10000"",""38"",""5"""
"0,""Z"",""20"",""8.5"",""10000"",""20"",""0"""
"1,""M"",""2"",""18.5"",""45000"",""30"",""2"""
"1,""Z"",""16"",""5"",""190000"",""22"",""2"""
"1,""Z"",""21"",""7.5"",""45000"",""20"",""2"""
"1,""Z"",""17"",""10.5"",""80000"",""27"",""2"""
"1,""Z"",""10"",""4"",""20000"",""26"",""2"""
"1,""Z"",""7"",""18.5"",""60000"",""20"",""3"""
"1,""Z"",""13"",""18"",""70000"",""22"",""3"""
"1,""Z"",""14"",""27"",""5000"",""15"",""2"""
"1,""M"",""6"",""24"",""65000"",""26"",""1"""
"1,""M"",""17"",""22"",""10000"",""39"",""5"""
"1,""Z"",""20"",""5"",""60000"",""17"",""1"""
"1,""Z"",""19"",""4.5"",""55000"",""9"",""1"""
"1,""Z"",""12"",""9"",""45000"",""39"",""4"""
"1,""M"",""8"",""3.5"",""65000"",""39"",""4"""
"1,""Z"",""12"",""5.5"",""20000"",""12"",""1"""
"1,""Z"",""14"",""7.5"",""25000"",""20"",""2"""
"1,""Z"",""9"",""6.5"",""25000"",""37"",""5"""
"0,""Z"",""7"",""5"",""70000"",""9"",""0"""
"1,""Z"",""11"",""17"",""80000"",""14"",""2"""
"0,""Z"",""20"",""6"",""150000"",""24"",""0"""
"1,""M"",""13"",""11.5"",""95000"",""17"",""2"""
"1,""Z"",""10"",""1.5"",""40000"",""22"",""2"""
"1,""M"",""14"",""10.5"",""60000"",""29"",""4"""
"1,""M"",""19"",""7.5"",""5000"",""20"",""2"""
"1,""Z"",""11"",""5.5"",""55000"",""18"",""2"""
"1,""Z"",""2"",""22.5"",""85000"",""14"",""2"""
"1,""M"",""15"",""27"",""70000"",""22"",""2"""
"1,""M"",""5"",""27"",""145000"",""21"",""2"""
"1,""M"",""1"",""6.5"",""80000"",""37"",""4"""
"1,""M"",""11"",""14.5"",""60000"",""20"",""1"""
"1,""M"",""2"",""15.5"",""205000"",""30"",""1"""
"1,""Z"",""13"",""16.5"",""85000"",""17"",""1"""
"1,""Z"",""21"",""12"",""25000"",""26"",""2"""
"1,""Z"",""2"",""10.5"",""175000"",""21"",""2"""
"1,""M"",""7"",""9"",""150000"",""12"",""0"""
"1,""M"",""14"",""6"",""20000"",""13"",""2"""
"1,""Z"",""17"",""13.5"",""125000"",""23"",""1"""
"1,""M"",""17"",""27"",""125000"",""31"",""2"""
"1,""Z"",""3"",""7"",""65000"",""27"",""4"""
"1,""Z"",""18"",""15"",""25000"",""20"",""2"""
"1,""Z"",""21"",""4.5"",""125000"",""15"",""2"""
"1,""M"",""17"",""27"",""35000"",""18"",""2"""
"0,""M"",""16"",""3"",""30000"",""18"",""0"""
"1,""M"",""21"",""11"",""125000"",""19"",""2"""
"1,""Z"",""7"",""2.5"",""15000"",""37"",""4"""
"0,""M"",""7"",""9.5"",""115000"",""17"",""0"""
"1,""Z"",""8"",""7.5"",""75000"",""12"",""1"""
"1,""M"",""1"",""4"",""80000"",""20"",""1"""
"1,""Z"",""6"",""11.5"",""60000"",""22"",""1"""
"0,""M"",""1"",""11.5"",""265000"",""12"",""0"""
"1,""M"",""7"",""3"",""85000"",""17"",""2"""
"1,""M"",""2"",""23"",""45000"",""13"",""1"""
"1,""M"",""21"",""10.5"",""150000"",""15"",""2"""
"1,""M"",""7"",""5"",""40000"",""32"",""1"""
"0,""M"",""20"",""7"",""30000"",""22"",""0"""
"1,""Z"",""5"",""14.5"",""2e+05"",""24"",""1"""
"1,""M"",""15"",""25"",""40000"",""20"",""3"""
"1,""M"",""1"",""9.5"",""105000"",""4"",""2"""
"1,""M"",""2"",""4.5"",""10000"",""23"",""2"""
"0,""Z"",""10"",""25"",""45000"",""13"",""0"""
"1,""M"",""21"",""7.5"",""385000"",""23"",""1"""
"0,""M"",""7"",""7.5"",""75000"",""27"",""0"""
"0,""Z"",""17"",""8.5"",""30000"",""33"",""0"""
"1,""M"",""5"",""23"",""15000"",""23"",""1"""
"0,""M"",""2"",""16"",""210000"",""28"",""0"""
"1,""M"",""21"",""14.5"",""45000"",""26"",""3"""
"1,""M"",""15"",""6.5"",""80000"",""14"",""1"""
"1,""M"",""10"",""3"",""35000"",""16"",""3"""
"1,""M"",""8"",""5"",""60000"",""15"",""1"""
"0,""Z"",""16"",""12.5"",""55000"",""24"",""0"""
"1,""M"",""5"",""27"",""25000"",""17"",""2"""
"1,""M"",""7"",""19.5"",""15000"",""19"",""1"""
"0,""M"",""3"",""14"",""30000"",""16"",""0"""
"1,""Z"",""2"",""6.5"",""30000"",""13"",""1"""
"0,""Z"",""2"",""8.5"",""105000"",""18"",""0"""
"1,""M"",""9"",""12.5"",""25000"",""21"",""1"""
"1,""M"",""16"",""16.5"",""120000"",""28"",""3"""
"1,""Z"",""21"",""15.5"",""125000"",""21"",""4"""
"1,""M"",""3"",""11.5"",""60000"",""38"",""4"""
"1,""M"",""11"",""6"",""60000"",""13"",""1"""
"1,""Z"",""13"",""11"",""85000"",""13"",""2"""
"1,""Z"",""7"",""26.5"",""120000"",""25"",""1"""
"1,""M"",""4"",""20"",""20000"",""15"",""1"""
"1,""Z"",""18"",""9"",""35000"",""12"",""2"""
"1,""Z"",""1"",""23"",""255000"",""20"",""1"""
"1,""M"",""7"",""22"",""25000"",""25"",""2"""
"1,""Z"",""3"",""3.5"",""15000"",""22"",""1"""
"1,""Z"",""19"",""13.5"",""215000"",""20"",""1"""
"1,""M"",""19"",""14"",""65000"",""20"",""2"""
"1,""Z"",""20"",""16"",""80000"",""9"",""1"""
"1,""Z"",""15"",""5"",""120000"",""22"",""4"""
"1,""M"",""17"",""11.5"",""85000"",""27"",""2"""
"0,""Z"",""18"",""7"",""15000"",""23"",""0"""
"1,""Z"",""4"",""6.5"",""80000"",""9"",""2"""
"1,""Z"",""6"",""5"",""40000"",""13"",""1"""
"1,""Z"",""21"",""8.5"",""30000"",""30"",""2"""
"1,""M"",""14"",""13"",""15000"",""19"",""3"""
"1,""M"",""15"",""6.5"",""45000"",""32"",""3"""
"1,""M"",""20"",""27"",""80000"",""30"",""2"""
"1,""Z"",""14"",""14.5"",""1e+05"",""21"",""1"""
"1,""M"",""2"",""6"",""1e+05"",""17"",""1"""
"1,""Z"",""8"",""27"",""60000"",""29"",""1"""
"1,""M"",""1"",""7"",""20000"",""29"",""3"""
"1,""M"",""19"",""27"",""45000"",""14"",""1"""
"0,""M"",""5"",""19.5"",""20000"",""14"",""0"""
"0,""Z"",""19"",""18.5"",""85000"",""25"",""0"""
"1,""M"",""2"",""12"",""95000"",""24"",""3"""
"1,""M"",""9"",""19"",""60000"",""19"",""1"""
"0,""M"",""2"",""23"",""255000"",""23"",""0"""
"1,""Z"",""15"",""10"",""95000"",""17"",""2"""
"1,""Z"",""16"",""8.5"",""80000"",""23"",""2"""
"0,""Z"",""17"",""25"",""2e+05"",""19"",""0"""
"1,""Z"",""20"",""8"",""65000"",""25"",""1"""
"1,""Z"",""1"",""3.5"",""15000"",""20"",""1"""
"1,""M"",""17"",""24"",""15000"",""10"",""1"""
"1,""Z"",""8"",""21"",""85000"",""19"",""1"""
"1,""Z"",""18"",""19.5"",""25000"",""29"",""3"""
"1,""Z"",""8"",""11.5"",""60000"",""24"",""2"""
"1,""Z"",""10"",""16"",""270000"",""19"",""2"""
"1,""Z"",""3"",""25"",""30000"",""35"",""2"""
"1,""M"",""20"",""4.5"",""30000"",""19"",""2"""
"1,""Z"",""1"",""10.5"",""60000"",""26"",""1"""
"1,""Z"",""17"",""23"",""120000"",""19"",""3"""
"1,""Z"",""2"",""7.5"",""120000"",""21"",""3"""
"0,""Z"",""17"",""3.5"",""30000"",""9"",""0"""
"1,""Z"",""12"",""7"",""60000"",""21"",""4"""
"0,""M"",""4"",""13"",""75000"",""10"",""0"""
"1,""Z"",""15"",""18"",""65000"",""15"",""2"""
"0,""Z"",""19"",""7"",""40000"",""9"",""0"""
"1,""M"",""20"",""7"",""30000"",""28"",""1"""
"1,""Z"",""19"",""25"",""30000"",""24"",""1"""
"1,""M"",""18"",""9.5"",""75000"",""14"",""1"""
"1,""M"",""3"",""9"",""120000"",""34"",""1"""
"1,""M"",""5"",""23"",""25000"",""20"",""2"""
"1,""Z"",""1"",""3"",""120000"",""34"",""3"""
"0,""M"",""18"",""25"",""55000"",""6"",""0"""
"0,""Z"",""2"",""21.5"",""80000"",""23"",""0"""
"1,""Z"",""10"",""23"",""25000"",""22"",""1"""
"0,""M"",""16"",""9"",""65000"",""10"",""0"""
"1,""M"",""7"",""20.5"",""45000"",""18"",""2"""
"0,""M"",""17"",""27"",""30000"",""16"",""0"""
"1,""Z"",""3"",""17"",""20000"",""19"",""3"""
"0,""Z"",""13"",""15"",""20000"",""6"",""0"""
"1,""M"",""20"",""12.5"",""55000"",""27"",""5"""
"1,""M"",""16"",""25.5"",""40000"",""38"",""6"""
"1,""M"",""4"",""30"",""20000"",""34"",""3"""
"1,""M"",""11"",""14.5"",""60000"",""16"",""2"""
"1,""M"",""17"",""24"",""35000"",""39"",""6"""
"1,""M"",""11"",""12"",""60000"",""30"",""4"""
"1,""Z"",""19"",""22"",""270000"",""10"",""2"""
"1,""Z"",""1"",""20.5"",""195000"",""27"",""2"""
"0,""Z"",""2"",""27"",""30000"",""26"",""0"""
"1,""Z"",""17"",""16.5"",""80000"",""15"",""1"""
"1,""Z"",""7"",""9"",""25000"",""32"",""2"""
"0,""Z"",""12"",""4"",""10000"",""13"",""0"""
"1,""M"",""19"",""4.5"",""20000"",""13"",""2"""
"1,""Z"",""1"",""9"",""195000"",""22"",""1"""
"0,""M"",""4"",""8.5"",""1e+05"",""24"",""0"""
"1,""M"",""13"",""8.5"",""125000"",""21"",""2"""
"1,""Z"",""8"",""15"",""85000"",""21"",""6"""
"1,""Z"",""13"",""8.5"",""85000"",""22"",""1"""
"1,""M"",""6"",""15.5"",""75000"",""24"",""1"""
"0,""Z"",""15"",""17"",""1e+05"",""18"",""0"""
"1,""M"",""15"",""9"",""10000"",""16"",""1"""
"1,""M"",""13"",""7.5"",""105000"",""29"",""2"""
"1,""M"",""17"",""9.5"",""5000"",""28"",""2"""
"1,""M"",""13"",""8.5"",""105000"",""9"",""1"""
"0,""Z"",""20"",""12.5"",""35000"",""15"",""0"""
"1,""Z"",""13"",""9"",""95000"",""24"",""1"""
"0,""M"",""13"",""8"",""45000"",""8"",""0"""
"1,""Z"",""20"",""24"",""45000"",""12"",""1"""
"1,""M"",""21"",""6"",""45000"",""20"",""0"""
"1,""M"",""19"",""6"",""10000"",""14"",""2"""
"1,""M"",""17"",""11"",""60000"",""10"",""2"""
"0,""Z"",""18"",""14"",""25000"",""24"",""0"""
"1,""Z"",""21"",""6.5"",""80000"",""36"",""6"""
"1,""Z"",""5"",""11.5"",""150000"",""13"",""1"""
"1,""Z"",""19"",""19"",""35000"",""15"",""3"""
"1,""M"",""9"",""8.5"",""65000"",""15"",""2"""
"1,""Z"",""12"",""5"",""25000"",""23"",""1"""
"1,""M"",""9"",""7"",""255000"",""18"",""2"""
"1,""Z"",""1"",""27"",""45000"",""23"",""1"""
"0,""M"",""6"",""15.5"",""35000"",""14"",""0"""
"1,""Z"",""6"",""7.5"",""85000"",""17"",""1"""
"1,""M"",""21"",""7.5"",""20000"",""13"",""2"""
"1,""Z"",""21"",""9.5"",""30000"",""21"",""1"""
"1,""Z"",""8"",""27"",""150000"",""23"",""1"""
"1,""Z"",""14"",""8.5"",""65000"",""37"",""4"""
"1,""M"",""5"",""23"",""65000"",""21"",""1"""
"0,""M"",""3"",""8"",""60000"",""18"",""0"""
"0,""Z"",""15"",""6"",""20000"",""31"",""0"""
"1,""Z"",""7"",""25"",""55000"",""19"",""2"""
"1,""Z"",""1"",""11"",""120000"",""23"",""1"""
"1,""M"",""18"",""13"",""25000"",""9"",""1"""
"1,""Z"",""19"",""11"",""20000"",""16"",""2"""
"1,""M"",""3"",""11"",""40000"",""20"",""1"""
"1,""M"",""19"",""12"",""80000"",""30"",""2"""
"1,""M"",""16"",""11.5"",""185000"",""10"",""0"""
"0,""M"",""17"",""6.5"",""60000"",""18"",""0"""
"1,""Z"",""5"",""15.5"",""1e+05"",""14"",""1"""
"1,""M"",""21"",""15"",""65000"",""8"",""1"""
"1,""M"",""8"",""10"",""35000"",""19"",""1"""
"1,""M"",""21"",""4.5"",""220000"",""11"",""2"""
"1,""Z"",""15"",""7"",""85000"",""9"",""2"""
"1,""M"",""11"",""6.5"",""65000"",""12"",""1"""
"1,""M"",""10"",""24"",""85000"",""32"",""3"""
"1,""Z"",""21"",""9.5"",""20000"",""29"",""1"""
"0,""M"",""16"",""3.5"",""40000"",""12"",""0"""
"1,""M"",""9"",""3.5"",""65000"",""33"",""2"""
"1,""M"",""18"",""2.5"",""35000"",""46"",""6"""
"1,""Z"",""20"",""9"",""75000"",""11"",""3"""
"1,""Z"",""20"",""4"",""30000"",""34"",""3"""
"1,""M"",""10"",""7.5"",""60000"",""27"",""2"""
"1,""M"",""17"",""21"",""30000"",""23"",""2"""
"0,""Z"",""2"",""3"",""30000"",""15"",""0"""
"1,""Z"",""1"",""10.5"",""105000"",""21"",""3"""
"1,""Z"",""21"",""25"",""95000"",""25"",""2"""
"1,""M"",""16"",""16"",""85000"",""18"",""2"""
"1,""M"",""21"",""9.5"",""145000"",""12"",""2"""
"1,""Z"",""5"",""8.5"",""60000"",""14"",""2"""
"1,""M"",""18"",""17"",""45000"",""19"",""2"""
"0,""M"",""13"",""12"",""30000"",""16"",""0"""
"0,""M"",""5"",""27"",""25000"",""13"",""0"""
"1,""Z"",""2"",""27"",""60000"",""19"",""2"""
"1,""Z"",""19"",""2.5"",""150000"",""27"",""3"""
"1,""M"",""6"",""11.5"",""85000"",""30"",""1"""
"1,""M"",""10"",""27"",""25000"",""24"",""1"""
"1,""Z"",""14"",""27"",""60000"",""24"",""1"""
"1,""Z"",""2"",""9"",""120000"",""15"",""1"""
"0,""Z"",""4"",""3.5"",""40000"",""17"",""0"""
"1,""Z"",""19"",""15.5"",""20000"",""18"",""3"""
"1,""M"",""3"",""6"",""185000"",""18"",""1"""
"1,""Z"",""20"",""27"",""40000"",""25"",""3"""
"1,""Z"",""18"",""10"",""30000"",""13"",""1"""
"1,""Z"",""6"",""13"",""40000"",""21"",""2"""
"1,""M"",""10"",""18.5"",""45000"",""17"",""1"""
"1,""M"",""14"",""4"",""105000"",""11"",""2"""
"1,""M"",""21"",""10.5"",""125000"",""38"",""6"""
"1,""Z"",""12"",""17.5"",""5000"",""21"",""2"""
"1,""Z"",""18"",""20"",""20000"",""37"",""6"""
"0,""Z"",""4"",""3.5"",""20000"",""23"",""0"""
"1,""Z"",""8"",""13.5"",""40000"",""37"",""4"""
"0,""M"",""15"",""6.5"",""20000"",""11"",""0"""
"1,""Z"",""8"",""23.5"",""60000"",""13"",""1"""
"0,""M"",""19"",""18.5"",""80000"",""11"",""0"""
"1,""M"",""7"",""19"",""40000"",""30"",""2"""
"0,""M"",""20"",""19"",""120000"",""25"",""0"""
"1,""M"",""14"",""7.5"",""80000"",""9"",""1"""
"0,""M"",""1"",""14"",""210000"",""9"",""0"""
"1,""Z"",""6"",""9"",""40000"",""41"",""4"""
"1,""M"",""1"",""1.5"",""215000"",""16"",""1"""
"1,""Z"",""17"",""4.5"",""85000"",""16"",""1"""
"1,""Z"",""10"",""6.5"",""20000"",""24"",""3"""
"1,""M"",""14"",""4.5"",""20000"",""12"",""1"""
"0,""M"",""13"",""22"",""55000"",""11"",""0"""
"1,""M"",""11"",""5"",""40000"",""23"",""3"""
"1,""M"",""18"",""4"",""80000"",""22"",""1"""
"1,""M"",""5"",""18.5"",""75000"",""31"",""2"""
"0,""M"",""20"",""16.5"",""25000"",""22"",""0"""
"1,""M"",""3"",""9.5"",""80000"",""31"",""2"""
"0,""Z"",""11"",""11.5"",""15000"",""30"",""0"""
"1,""M"",""6"",""27"",""80000"",""31"",""2"""
"0,""Z"",""14"",""6"",""65000"",""16"",""0"""
"0,""Z"",""20"",""8"",""125000"",""12"",""0"""
"1,""M"",""7"",""10.5"",""60000"",""22"",""3"""
"1,""M"",""8"",""18.5"",""75000"",""26"",""2"""
"0,""Z"",""12"",""6.5"",""120000"",""27"",""0"""
"0,""Z"",""6"",""1"",""235000"",""13"",""0"""
"1,""M"",""11"",""2.5"",""15000"",""31"",""4"""
"1,""M"",""5"",""27"",""85000"",""9"",""1"""
"1,""Z"",""17"",""16"",""80000"",""13"",""1"""
"0,""Z"",""11"",""7"",""35000"",""18"",""0"""
"1,""Z"",""4"",""15"",""60000"",""24"",""2"""
"1,""Z"",""15"",""20.5"",""20000"",""19"",""1"""
"1,""Z"",""11"",""1.5"",""80000"",""25"",""3"""
"1,""Z"",""21"",""10"",""25000"",""33"",""3"""
"1,""M"",""8"",""7"",""15000"",""27"",""2"""
"1,""M"",""17"",""6.5"",""55000"",""19"",""2"""
"0,""Z"",""11"",""5"",""55000"",""7"",""0"""
"0,""Z"",""11"",""22"",""40000"",""20"",""0"""
"1,""M"",""15"",""13"",""15000"",""28"",""1"""
"1,""Z"",""5"",""10"",""5000"",""9"",""1"""
"1,""Z"",""4"",""7"",""30000"",""9"",""1"""
"1,""Z"",""12"",""2.5"",""220000"",""31"",""2"""
"0,""Z"",""2"",""9"",""35000"",""29"",""0"""
"0,""Z"",""11"",""22.5"",""40000"",""23"",""0"""
"1,""M"",""1"",""6.5"",""240000"",""14"",""1"""
"0,""Z"",""4"",""8"",""1e+05"",""24"",""0"""
"1,""M"",""3"",""10.5"",""30000"",""21"",""4"""
"1,""Z"",""12"",""7.5"",""30000"",""18"",""4"""
"1,""Z"",""2"",""1.5"",""85000"",""16"",""1"""
"1,""Z"",""20"",""23"",""120000"",""17"",""2"""
"0,""M"",""21"",""10.5"",""25000"",""17"",""0"""
"1,""M"",""5"",""4"",""25000"",""25"",""3"""
"1,""M"",""9"",""11.5"",""45000"",""8"",""2"""
"1,""M"",""2"",""10"",""35000"",""20"",""1"""
"1,""M"",""6"",""11"",""45000"",""25"",""1"""
"1,""Z"",""13"",""27"",""1e+05"",""27"",""2"""
"1,""Z"",""7"",""20"",""40000"",""30"",""1"""
"1,""Z"",""7"",""9"",""30000"",""23"",""2"""
"1,""M"",""14"",""8"",""75000"",""14"",""2"""
"1,""Z"",""14"",""18"",""15000"",""22"",""4"""
"1,""M"",""11"",""14"",""85000"",""30"",""1"""
"1,""Z"",""7"",""13.5"",""55000"",""18"",""1"""
"1,""M"",""3"",""4.5"",""125000"",""5"",""1"""
"1,""Z"",""12"",""6.5"",""25000"",""32"",""2"""
"1,""M"",""16"",""13.5"",""150000"",""32"",""2"""
"1,""Z"",""13"",""8.5"",""80000"",""29"",""3"""
"1,""M"",""21"",""10.5"",""60000"",""24"",""1"""
"1,""M"",""15"",""20"",""40000"",""25"",""1"""
"0,""Z"",""3"",""4.5"",""40000"",""24"",""0"""
"1,""M"",""1"",""29"",""60000"",""16"",""1"""
"0,""Z"",""20"",""16"",""60000"",""12"",""0"""
"0,""Z"",""1"",""6.5"",""45000"",""8"",""0"""
"1,""M"",""14"",""5"",""80000"",""18"",""2"""
"0,""M"",""1"",""7"",""95000"",""15"",""0"""
"1,""M"",""7"",""16"",""65000"",""17"",""2"""
"0,""M"",""10"",""18"",""1e+05"",""29"",""0"""
"1,""M"",""13"",""11"",""225000"",""15"",""0"""
"1,""M"",""7"",""6"",""65000"",""28"",""2"""
"1,""M"",""4"",""3.5"",""85000"",""20"",""1"""
"1,""M"",""21"",""15.5"",""1e+05"",""8"",""0"""
"1,""M"",""1"",""7.5"",""210000"",""11"",""1"""
"1,""Z"",""12"",""16"",""40000"",""9"",""1"""
"1,""Z"",""17"",""6.5"",""80000"",""16"",""3"""
"0,""M"",""2"",""4.5"",""45000"",""23"",""0"""
"1,""Z"",""15"",""14.5"",""80000"",""25"",""1"""
